operation,base_url,endpoint,summary,description,operationId
get,clms,/api/0.1/logos,Get all logos,"Logos are used for the catalog, the groups logos, and harvester icons. Logos are stored in the data directory in <dataDirectory>/resources/images/harvesting.<br/> Records are attached to a source. A source can be the local catalog or a harvester node. When a source is created, its logo is located in the images/logos folder with the source UUID as filename. For some sources the logo can be automatically retrieved (eg. when harvesting GeoNetwork catalogs). For others, the logo is usually manually defined when configuring the harvester.",getLogos
post,clms,/api/0.1/logos,Add a logo,,addLogo
delete,clms,/api/0.1/logos/{file},Remove a logo,,deleteLogo
get,clms,/api/0.1/mapservers,Get mapservers,"Mapservers are used by the catalog to publish record attachements (eg. ZIP file with shape) or record associated resources (eg. database table, file on the local network) in a remote mapserver like GeoServer or MapServer. The catalog communicate with the mapserver using GeoServer REST API.",getMapservers
put,clms,/api/0.1/mapservers,Add a mapserver,Return the id of the newly created mapserver.,addMapserver
get,clms,/api/0.1/mapservers/{mapserverId},Get a mapserver,,getMapserver
put,clms,/api/0.1/mapservers/{mapserverId},Update a mapserver,,updateMapserver
delete,clms,/api/0.1/mapservers/{mapserverId},Remove a mapserver,,deleteMapserver
post,clms,/api/0.1/mapservers/{mapserverId}/auth,Update a mapserver authentication,The remote mapserver REST API may require basic authentication. This operation set the username and password.,updateMapserverAuth
get,clms,/api/0.1/mapservers/{mapserverId}/records/{metadataUuid},Check metadata mapserver resource is published ,,getMapserverResource
put,clms,/api/0.1/mapservers/{mapserverId}/records/{metadataUuid},Publish a metadata resource in a mapserver,,publishMapserverResource
delete,clms,/api/0.1/mapservers/{mapserverId}/records/{metadataUuid},Remove a metadata mapserver resource,,deleteMapserverResource
get,clms,/api/0.1/me,Get information about me,"If not authenticated, return status 204 (NO_CONTENT), else return basic user information. This operation is usually used to know if current user is authenticated or not.",getMe
get,clms,/api/0.1/operations,Get operations,"Return the list of operations. Operations are used to define authorization per group. Extending the list of default operations (ie. view, dynamic, download, editing, notify, featured) might be feasible but is experimental.<br/> Featured is not really used anymore (was used in past version for home page highlights).",getOperations
get,clms,/api/0.1/processes/reports,Get current process reports,"When processing, the report is stored in memory and allows to retrieve progress repport during processing. Usually, process reports are returned by the synchronous processing operation.",getProcessReport
delete,clms,/api/0.1/processes/reports,Clear process reports list,,deleteProcess
post,clms,/api/0.1/processes/search-and-replace,Search and replace values in one or more records,"Service to apply replacements to one or more records.	 To define a replacement, send the following parameters:	 * mdsection-139815551372=metadata	 * mdfield-1398155513728=id.contact.individualName	 * replaceValue-1398155513728=Juan	 * searchValue-1398155513728=Jose		TODO: Would be good to provide a simple object to define list of changes instead of group of parameters.<br/>Batch editing can also be used for similar works.",searchAndReplace
get,clms,/api/0.1/processes/{process},Preview process result applied to one or more records,"Preview result of a process applied to metadata records with an XSL transformation declared in the metadata schema (See the process folder). Parameters sent to the service are forwarded to XSL process. Append mode has 2 limitations. First, it only support a set of records in the same schema. Secondly, it does not propagate URL parameters. This mode is mainly used to create custom reports based on metadata records content.If process name ends with '.csv', the XSL process output a text document which is returned. When errors occur during processing, the processing report is returned in JSON format.",previewProcessRecordsUsingXslt
post,clms,/api/0.1/processes/{process},Apply a process to one or more records,Process a metadata with an XSL transformation declared in the metadata schema (See the process folder). Parameters sent to the service are forwarded to XSL process.,processRecordsUsingXslt
get,clms,/api/0.1/records,Get catalog content as RDF,.,getAsRdf
post,clms,/api/0.1/records,Add a record from XML or MEF/ZIP file,Add record in the catalog by uploading files.,insertFile
put,clms,/api/0.1/records,Add a record,"Add one or more record from an XML fragment, URL or file in a folder on the catalog server. When loadingfrom the catalog server folder, it might be faster to use a local filesystem harvester.",insert
delete,clms,/api/0.1/records,Delete one or more records,User MUST be able to edit the record to delete it. ,deleteRecords
put,clms,/api/0.1/records/backups,Trigger MEF backup archive,The backup contains all metadata not harvested including templates.,triggerBackup
get,clms,/api/0.1/records/backups/latest,Download MEF backup archive,The backup contains all metadata not harvested including templates.,downloadBackup
put,clms,/api/0.1/records/batchediting,Edit a set of records by XPath expressions,,batchEdit
put,clms,/api/0.1/records/duplicate,Create a new record,"Create a record from a template or by copying an existing record.Return the UUID of the newly created record. Existing links in the source record are preserved, this means that the new record may contains link to the source attachements. They need to be manually updated after creation.",create
post,clms,/api/0.1/records/importfrommap,Add a map metadata record from OGC OWS context,Add record in the catalog by uploading a map context.,insertOgcMapContextFile
get,clms,/api/0.1/records/index,Index a set of records,Index a set of records provided either by a bucket or a list of uuids,indexSelection
put,clms,/api/0.1/records/ownership,Set group and owner for one or more records,,setGroupAndOwner
put,clms,/api/0.1/records/samples,Add samples,Add sample records for one or more schemas. Samples are defined for each standard in the samples folder as MEF files.,addSamples
get,clms,/api/0.1/records/sharing,Get record sharing settings,,getSharingSettings
put,clms,/api/0.1/records/sharing,Set sharing settings for one or more records,See record sharing for more details.,shareRecords
put,clms,/api/0.1/records/tags,Add tags to one or more records,,addTagsToRecords
delete,clms,/api/0.1/records/tags,Delete tags to one or more records,,deleteRecordsTags
put,clms,/api/0.1/records/templates,Add templates,Add template records for one or more schemas. Templates are defined for each standard in the template folder as XML files. Template may also contains subtemplates.,addTemplates
put,clms,/api/0.1/records/validate,Validate one or more records,Update validation status for all records.,validateRecords
put,clms,/api/0.1/records/versions,(Experimental) Enable version control for one or more records,,enableVersionControlForRecords
get,clms,/api/0.1/records/{metadataUuid},Get a metadata record,"Depending on the accept header the appropriate formatter is used. When requesting a ZIP, a MEF version 2 file is returned. When requesting HTML, the default formatter is used.",getRecord
delete,clms,/api/0.1/records/{metadataUuid},Delete a record,"User MUST be able to edit the record to delete it. By default, a backup is made in ZIP format. After that, the record attachments are removed, the document removed from the index and then from the database.",deleteRecord
post,clms,/api/0.1/records/{metadataUuid}/alert,Send an email to catalogue administrator or record's contact,,sendEmailToContact
get,clms,/api/0.1/records/{metadataUuid}/attachments,List all metadata attachments,<a href='http://geonetwork-opensource.org/manuals/trunk/eng/users/user-guide/associating-resources/using-filestore.html'>More info</a>,getAllMetadataResources
post,clms,/api/0.1/records/{metadataUuid}/attachments,Create a new resource for a given metadata,,putResourceFromFile
put,clms,/api/0.1/records/{metadataUuid}/attachments,Create a new resource from a URL for a given metadata,,putResourcesFromURL
delete,clms,/api/0.1/records/{metadataUuid}/attachments,Delete all uploaded metadata resources,,deleteAllMetadataResources
put,clms,/api/0.1/records/{metadataUuid}/attachments/print-thumbnail,Create an overview using the map print module,<a href='http://geonetwork-opensource.org/manuals/trunk/eng/users/user-guide/associating-resources/linking-thumbnail.html#generating-a-thumbnail-using-wms-layers'>More info</a>,createMetadataOverview
get,clms,/api/0.1/records/{metadataUuid}/attachments/{resourceId},Get a metadata resource,,getResource
delete,clms,/api/0.1/records/{metadataUuid}/attachments/{resourceId},Delete a metadata resource,,deleteMetadataResource
patch,clms,/api/0.1/records/{metadataUuid}/attachments/{resourceId},Update the metadata resource visibility,,patchMetadataResourceVisibility
get,clms,/api/0.1/records/{metadataUuid}/editor,Edit a record,Return HTML form for editing.,editor
post,clms,/api/0.1/records/{metadataUuid}/editor,Save edits,Save the HTML form content.,saveEdits
delete,clms,/api/0.1/records/{metadataUuid}/editor,Cancel edits,Cancel current editing session.,cancelEdits
delete,clms,/api/0.1/records/{metadataUuid}/editor/attributes,Delete attribute,,deleteAttribute
put,clms,/api/0.1/records/{metadataUuid}/editor/elements,Add element,,addElement
delete,clms,/api/0.1/records/{metadataUuid}/editor/elements,Delete element,,deleteElement
put,clms,/api/0.1/records/{metadataUuid}/editor/elements/{direction},Reorder element,,reorderElement
get,clms,/api/0.1/records/{metadataUuid}/featureCatalog,Returns a map to decode attributes in a dataset (from the associated feature catalog),"Retrieve related services, datasets, onlines, thumbnails, sources, ... to this records.<br/><a href='http://geonetwork-opensource.org/manuals/trunk/eng/users/user-guide/associating-resources/index.html'>More info</a>",getFeatureCatalog
get,clms,/api/0.1/records/{metadataUuid}/formatters/json,Get a metadata record as XML or JSON,,getRecordAsXmlOrJSON
get,clms,/api/0.1/records/{metadataUuid}/formatters/xml,Get a metadata record as XML or JSON,,getRecordAsXmlOrJSON_1
get,clms,/api/0.1/records/{metadataUuid}/formatters/zip,Get a metadata record as ZIP,Metadata Exchange Format (MEF) is returned. MEF is a ZIP file containing the metadata as XML and some others files depending on the version requested. See http://geonetwork-opensource.org/manuals/trunk/eng/users/annexes/mef-format.html.,getRecordAsZip
get,clms,/api/0.1/records/{metadataUuid}/formatters/{formatterId},Get a formatted metadata record,,getRecordFormattedBy
put,clms,/api/0.1/records/{metadataUuid}/group,Set record group,A record is related to one group.,setRecordGroup
put,clms,/api/0.1/records/{metadataUuid}/ownership,Set record group and owner,,setRecordOwnership
get,clms,/api/0.1/records/{metadataUuid}/processes,Get suggestions,Analyze the record an suggest processes to improve the quality of the record.<br/><a href='http://geonetwork-opensource.org/manuals/trunk/eng/users/user-guide/workflow/batchupdate-xsl.html'>More info</a>,getSuggestions
get,clms,/api/0.1/records/{metadataUuid}/processes/{process},Preview process result,Process a metadata with an XSL transformation declared in the metadata schema (See the process folder). Parameters sent to the service are forwarded to XSL process.,processRecordPreview
post,clms,/api/0.1/records/{metadataUuid}/processes/{process},Apply a process,Process a metadata with an XSL transformation declared in the metadata schema (See the process folder). Parameters sent to the service are forwarded to XSL process.,processRecord
get,clms,/api/0.1/records/{metadataUuid}/query,List saved queries for this metadata,,getMetadataSavedQueries
post,clms,/api/0.1/records/{metadataUuid}/query/{savedQuery},Apply a saved query for this metadata,All parameters will be substituted to the XPath query. eg. {{protocol}} in the XPath expression will be replaced by the protocol parameter provided in the request body.,applyQuery
put,clms,/api/0.1/records/{metadataUuid}/rate,Rate a record,"User rating of metadata. If the metadata was harvested using the 'GeoNetwork' protocol and the system setting localrating/enable is false (the default), the user's rating is shared between GN nodes in this harvesting network. If the metadata was not harvested or if localrating/enable is true then 'local rating' is applied, counting only rating from users of this node.<br/>When a remote rating is applied, the local rating is not updated. It will be updated on the next harvest run (FIXME ?).",rate
get,clms,/api/0.1/records/{metadataUuid}/related,Get record related resources,"Retrieve related services, datasets, onlines, thumbnails, sources, ... to this records.<br/><a href='http://geonetwork-opensource.org/manuals/trunk/eng/users/user-guide/associating-resources/index.html'>More info</a>",getAssociated
get,clms,/api/0.1/records/{metadataUuid}/sharing,Get record sharing settings,Return current sharing options for a record.,getRecordSharingSettings
put,clms,/api/0.1/records/{metadataUuid}/sharing,Set record sharing,"Privileges are assigned by group. User needs to be able to edit a record to set sharing settings. For reserved group (ie. Internet, Intranet & Guest), user MUST be reviewer of one group. For other group, if Only set privileges to user's groups is set in catalog configuration user MUST be a member of the group.<br/>Clear first allows to unset all operations first before setting the new ones.Clear option does not remove reserved groups operation if user is not an administrator, a reviewer or the owner of the record.<br/><a href='http://geonetwork-opensource.org/manuals/trunk/eng/users/user-guide/publishing/managing-privileges.html'>More info</a>",share
put,clms,/api/0.1/records/{metadataUuid}/status,Set record status,,status
get,clms,/api/0.1/records/{metadataUuid}/tags,Get record tags,Tags are used to classify information.<br/><a href='http://geonetwork-opensource.org/manuals/trunk/eng/users/user-guide/tag-information/tagging-with-categories.html'>More info</a>,getRecordTags
put,clms,/api/0.1/records/{metadataUuid}/tags,Add tags to a record,,addTagsToRecord
delete,clms,/api/0.1/records/{metadataUuid}/tags,Delete tags of a record,,deleteRecordTags
get,clms,/api/0.1/records/{metadataUuid}/userfeedback,Finds a list of user feedback for a specific records. , This list will include also the draft user feedback if the client is logged as reviewer.,getUserCommentsOnARecord
get,clms,/api/0.1/records/{metadataUuid}/userfeedbackrating,Provides an average rating for a metadata record,,getMetadataUserComments
put,clms,/api/0.1/records/{metadataUuid}/validate/inspire,Submit a record to the INSPIRE service for validation.,"User MUST be able to edit the record to validate it. An INSPIRE endpoint must be configured in Settings. This activates an asyncronous process, this method does not return any report. This method returns an id to be used to get the report.",submitValidate
put,clms,/api/0.1/records/{metadataUuid}/validate/internal,Validate a record,User MUST be able to edit the record to validate it. FIXME : id MUST be the id of the current metadata record in session ?,validate
put,clms,/api/0.1/records/{metadataUuid}/versions,(Experimental) Enable version control,,enableVersionControl
get,clms,/api/0.1/records/{testId}/validate/inspire,Check the status of validation with the INSPIRE service.,User MUST be able to edit the record to validate it. An INSPIRE endpoint must be configured in Settings. If the process is complete an object with status is returned. ,checkValidateStatus
get,clms,/api/0.1/regions,Get list of regions,,getRegions
get,clms,/api/0.1/regions/types,Get list of region types,,getRegionTypes
get,clms,/api/0.1/registries/actions/entries/collect,Preview directory entries extracted from records,Scan one or more records for element matching the XPath provided and save them as directory entries (ie. subtemplate).<br/><br/>Only records that the current user can edit are analyzed.,previewExtractedEntries
put,clms,/api/0.1/registries/actions/entries/collect,Extracts directory entries from records,Scan one or more records for element matching the XPath provided and save them as directory entries (ie. subtemplate).<br/><br/>Only records that the current user can edit are analyzed.,extractEntries
post,clms,/api/0.1/registries/actions/entries/import/spatial,Import spatial directory entries,Directory entry (AKA subtemplates) are XML fragments that can be inserted in metadata records. Use this service to import geographic extent entries from an ESRI Shapefile format.,importSpatialEntries
get,clms,/api/0.1/registries/actions/entries/synchronize,Preview updated matching entries in records,"Scan one or more records for element matching the XPath provided and then check if this element is available in the directory. If Found, the element from the directory update the element in the record and optionally properties are preserved.<br/><br/>The identifier XPath is used to find a match. An optional filtercan be added to restrict search to a subset of the directory. If no identifier XPaths is provided, the UUID is based on the content of the snippet (hash). It is recommended to use an identifier for better matching (eg. ISO19139 contact with different roles will not match on the automatic UUID mode).",previewUpdatedRecordEntries
put,clms,/api/0.1/registries/actions/entries/synchronize,Update matching entries in records,"Scan one or more records for element matching the XPath provided and then check if this element is available in the directory. If Found, the element from the directory update the element in the record and optionally properties are preserved.<br/><br/>The identifier XPath is used to find a match. An optional filtercan be added to restrict search to a subset of the directory. If no identifier XPaths is provided, the UUID is based on the content of the snippet (hash). It is recommended to use an identifier for better matching (eg. ISO19139 contact with different roles will not match on the automatic UUID mode).",updateRecordEntries
get,clms,/api/0.1/registries/crs,Search coordinate reference system (CRS),"Based on GeoTools EPSG database. If phrase query, each words are searched separately.",searchCrs
get,clms,/api/0.1/registries/crs/types,Get list of CRS type,,getCrsType
get,clms,/api/0.1/registries/crs/{id},Get CRS,,getCrsById
get,clms,/api/0.1/registries/entries/{uuid},Get a directory entry,Directory entry (AKA subtemplates) are XML fragments that can be inserted in metadata records using XLinks. XLinks can be remote or local.,getEntry
get,clms,/api/0.1/registries/vocabularies/keyword,Get keyword by id,Retrieve XML representation of keyword(s) from same thesaurususing different transformations. 'to-iso19139-keyword' is the default and return an ISO19139 snippet.'to-iso19139-keyword-as-xlink' return an XLinked element. Custom transformation can be create on a per schema basis.,getKeywordById
get,clms,/api/0.1/registries/vocabularies/search,Search keywords,,searchKeywords
get,clms,/api/0.1/related,Get record related resources for all requested metadatas,"Retrieve related services, datasets, onlines, thumbnails, sources, ... to all requested records.<br/><a href='http://geonetwork-opensource.org/manuals/trunk/eng/users/user-guide/associating-resources/index.html'>More info</a>",getAssociated_1
get,clms,/api/0.1/reports/datadownloads,Get list of metadata file downloads,,getReportDataDownloads
get,clms,/api/0.1/reports/datauploads,Get uploaded files to metadata records during a period.,,getReportDataUploads
get,clms,/api/0.1/reports/metadatainternal,Get the metadata not published during a period.,,getReportDataUploads_1
get,clms,/api/0.1/reports/metadataupdated,Get the updated metadata during a period.,,getReportDataUploads_2
get,clms,/api/0.1/reports/users,"Get the list of users ""active"" during a time period.",,getActiveUsers
get,clms,/api/0.1/selections/{bucket},Get current selection,,getSelection
put,clms,/api/0.1/selections/{bucket},Select one or more items,,addToSelection
delete,clms,/api/0.1/selections/{bucket},Clear selection or remove items,,clearSelection
get,clms,/api/0.1/site,Get site description,,getDescription
put,clms,/api/0.1/site/index,Index,,index
put,clms,/api/0.1/site/index/es,Index in Elastic,,indexes
delete,clms,/api/0.1/site/index/es,Delete index in Elastic,,deleteIndexes
get,clms,/api/0.1/site/indexing,Is indexing?,,isIndexing
get,clms,/api/0.1/site/info,Get site informations,,getInformation
get,clms,/api/0.1/site/info/build,Get build details,To know when and how this version of the application was built.,getSystemInfo
get,clms,/api/0.1/site/info/isCasEnabled,Is CAS enabled?,,isCasEnabled
get,clms,/api/0.1/site/info/readonly,Is in read-only mode?,,isReadOnly
put,clms,/api/0.1/site/info/staging/{profile},Update staging profile,TODO: Needs doc,updateStagingProfile
get,clms,/api/0.1/site/info/transforms,Get XSL tranformations available,XSL transformations may be applied while importing or harvesting records.,getXslTransformations
get,clms,/api/0.1/site/logging,Get log files,,getLogFiles
get,clms,/api/0.1/site/logging/activity,Get last activity,,getLastActivity
get,clms,/api/0.1/site/logging/activity/zip,Get last activity in a ZIP,,getLastActivityInAZip
put,clms,/api/0.1/site/logo,Set catalog logo,"Logos are stored in the data directory resources/images/harvesting as PNG or GIF images. When a logo is assigned to the catalog, a new image is created in images/logos/<catalogUuid>.png.",setLogo
get,clms,/api/0.1/site/settings,Get settings,"Return public settings for anonymous users, internals are allowed for authenticated.",getSettings
post,clms,/api/0.1/site/settings,Save settings,,saveSettingsDetails
get,clms,/api/0.1/site/settings/details,Get settings with details,Provides also setting properties.,getSettingsDetails
get,clms,/api/0.1/site/threads/debugging/{contention}/{enablement},debugging,,debuggingUsingGET
head,clms,/api/0.1/site/threads/debugging/{contention}/{enablement},debugging,,debuggingUsingHEAD
post,clms,/api/0.1/site/threads/debugging/{contention}/{enablement},debugging,,debuggingUsingPOST
put,clms,/api/0.1/site/threads/debugging/{contention}/{enablement},debugging,,debuggingUsingPUT
delete,clms,/api/0.1/site/threads/debugging/{contention}/{enablement},debugging,,debuggingUsingDELETE
options,clms,/api/0.1/site/threads/debugging/{contention}/{enablement},debugging,,debuggingUsingOPTIONS
patch,clms,/api/0.1/site/threads/debugging/{contention}/{enablement},debugging,,debuggingUsingPATCH
get,clms,/api/0.1/site/threads/status,status,,statusUsingGET_1
head,clms,/api/0.1/site/threads/status,status,,statusUsingHEAD_1
post,clms,/api/0.1/site/threads/status,status,,statusUsingPOST_1
put,clms,/api/0.1/site/threads/status,status,,statusUsingPUT_1
delete,clms,/api/0.1/site/threads/status,status,,statusUsingDELETE_1
options,clms,/api/0.1/site/threads/status,status,,statusUsingOPTIONS_1
patch,clms,/api/0.1/site/threads/status,status,,statusUsingPATCH_1
get,clms,/api/0.1/site/threads/trace/{threadid},trace,,traceUsingGET
head,clms,/api/0.1/site/threads/trace/{threadid},trace,,traceUsingHEAD
post,clms,/api/0.1/site/threads/trace/{threadid},trace,,traceUsingPOST
put,clms,/api/0.1/site/threads/trace/{threadid},trace,,traceUsingPUT
delete,clms,/api/0.1/site/threads/trace/{threadid},trace,,traceUsingDELETE
options,clms,/api/0.1/site/threads/trace/{threadid},trace,,traceUsingOPTIONS
patch,clms,/api/0.1/site/threads/trace/{threadid},trace,,traceUsingPATCH
get,clms,/api/0.1/sources,Get sources,A source is created for each harvester.,getSources
put,clms,/api/0.1/sources/{sourceIdentifier},Update a source,,updateSource
get,clms,/api/0.1/standards,Get standards,,getStandards
get,clms,/api/0.1/standards/batchconfiguration,Get batch editor configuration for standards,,getBatchConfigurations
get,clms,/api/0.1/standards/{schema}/batchconfiguration,Get batch editor configuration for a standard,,getBatchConfiguration
get,clms,/api/0.1/standards/{schema}/codelists/{codelist},Get codelist translations,,getSchemaTranslations
get,clms,/api/0.1/standards/{schema}/codelists/{codelist}/details,Get codelist details,,getSchemaCodelistsWithDetails
get,clms,/api/0.1/standards/{schema}/descriptors/{element}/details,Get descriptor details,,getElementDetails
get,clms,/api/0.1/status,Get status,,getStatus
get,clms,/api/0.1/tags,Get tags,,getTags
put,clms,/api/0.1/tags,Create a tag,"If labels are not defined, a default label is created with the category name for all languages.",putTag
get,clms,/api/0.1/tags/{tagIdentifier},Get a tag,,getTag
put,clms,/api/0.1/tags/{tagIdentifier},Update a tag,,updateTag
delete,clms,/api/0.1/tags/{tagIdentifier},Remove a tag,,deleteTag
get,clms,/api/0.1/tools/i18n/db,List translations for database description table,,getTranslations
get,clms,/api/0.1/tools/mail/test,Test mail configuration,Send an email to the catalog feedback email.,testMailConfiguration
put,clms,/api/0.1/tools/migration/steps/{stepName},Call a migration step,,callStep
get,clms,/api/0.1/tools/ogc/sld,Get the list of SLD available,,getSLDUsingGET
post,clms,/api/0.1/tools/ogc/sld,Generate a SLD with a new filter,"Get the currend SLD for the requested layers, add new filters in, save the SLD and return the new SLD URL.",buildSLD
delete,clms,/api/0.1/tools/ogc/sld,Remove all SLD files,Clean all SLD generated previously,deteleSLDUsingDELETE
get,clms,/api/0.1/tools/ogc/sld/{id}.{extension},Download a SLD,,downloadSLD
put,clms,/api/0.1/user/actions/register,Create user account,User is created with a registered user profile. username field is ignored and the email is used as username. Password is sent by email. Catalog administrator is also notified.,registerUser
patch,clms,/api/0.1/user/{username},Update user password,Get a valid changekey by email first and then update your password.,updatePassword
get,clms,/api/0.1/user/{username}/actions/forgot-password,Send user password reminder by email,An email is sent to the requested user with a link to reset his password. User MUST have an email to get the link. LDAP users will not be able to retrieve their password using this service.,sendPasswordByEmail
get,clms,/api/0.1/userfeedback,Finds a list of user feedback records. , This list will include also the draft user feedback if the client is logged as reviewer.,getUserComments
post,clms,/api/0.1/userfeedback,Creates a user feedback,Creates a user feedback in draft status if the user is not logged in.,newUserFeedback
get,clms,/api/0.1/userfeedback/ratingcriteria,Get list of rating criteria,,getRatingCriteria
get,clms,/api/0.1/userfeedback/{uuid},Finds a specific user feedback,,getUserFeedback
delete,clms,/api/0.1/userfeedback/{uuid},Removes a user feedback,Removes a user feedback,deleteUserFeedback
get,clms,/api/0.1/userfeedback/{uuid}/publish,Publishes a feedback,For reviewers,publishFeedback
get,clms,/api/0.1/users,Get users,,getUsers
put,clms,/api/0.1/users,Creates a user,Creates a catalog user.,createUser
get,clms,/api/0.1/users/groups,Retrieve all user groups,,retrieveAllUserGroups
get,clms,/api/0.1/users/owners,Get owners,Return users who actually owns one or more records.,getOwners
put,clms,/api/0.1/users/owners,Transfer privileges,,saveOwners
get,clms,/api/0.1/users/{userIdentifier},Get user,,getUser
put,clms,/api/0.1/users/{userIdentifier},Update a user,Updates a catalog user.,updateUser
delete,clms,/api/0.1/users/{userIdentifier},Delete a user,Deletes a catalog user by identifier.,deleteUser
post,clms,/api/0.1/users/{userIdentifier}/actions/forget-password,Resets user password,Resets the user password.,resetUserPassword
get,clms,/api/0.1/users/{userIdentifier}/groups,Retrieve user groups,Retrieve the user groups.,retrieveUserGroups
get,clms,/api/0.1/userselections,Get list of user selection sets,,getUserSelectionType
put,clms,/api/0.1/userselections,Add a user selection set,,createUserSelectionType
put,clms,/api/0.1/userselections/{selectionIdentifier},Update a user selection set,,updateUserSelection
delete,clms,/api/0.1/userselections/{selectionIdentifier},Remove a user selection set,,deleteUserSelection
get,clms,/api/0.1/userselections/{selectionIdentifier}/{userIdentifier},Get record in a user selection set,,getSelection_1
put,clms,/api/0.1/userselections/{selectionIdentifier}/{userIdentifier},Add items to a user selection set,,addToUserSelection
delete,clms,/api/0.1/userselections/{selectionIdentifier}/{userIdentifier},Remove items to a user selection set,,deleteFromUserSelection
delete,clms,/api/0.1/workers/data/wfs/actions,Delete a WFS feature type,,deleteWfsFeatureType
put,clms,/api/0.1/workers/data/wfs/actions/start,Index a WFS feature type,,indexWfsFeatureType
