id_dedl,original,upper,missions,unsep,rmstr,split
,CGLS_GDMP300_V1_GLOBAL,CGLS_GDMP300_V1_GLOBAL,CGLS_GDMP300_V1_GLOBAL,CGLS GDMP300 V1 GLOBAL,CLMS GDMP300 V1 GLOBAL,"['CLMS', 'GDMP300', 'V1', 'GLOBAL']"
,CGLS_GDMP_V2_GLOBAL,CGLS_GDMP_V2_GLOBAL,CGLS_GDMP_V2_GLOBAL,CGLS GDMP V2 GLOBAL,CLMS GDMP V2 GLOBAL,"['CLMS', 'GDMP', 'V2', 'GLOBAL']"
,CGLS_LAI300_V1_GLOBAL,CGLS_LAI300_V1_GLOBAL,CGLS_LAI300_V1_GLOBAL,CGLS LAI300 V1 GLOBAL,CLMS LAI300 V1 GLOBAL,"['CLMS', 'LAI300', 'V1', 'GLOBAL']"
,CGLS_LAI_V2_GLOBAL,CGLS_LAI_V2_GLOBAL,CGLS_LAI_V2_GLOBAL,CGLS LAI V2 GLOBAL,CLMS LAI V2 GLOBAL,"['CLMS', 'LAI', 'V2', 'GLOBAL']"
,CGLS_NDVI300_V1_GLOBAL,CGLS_NDVI300_V1_GLOBAL,CGLS_NDVI300_V1_GLOBAL,CGLS NDVI300 V1 GLOBAL,CLMS NDVI300 V1 GLOBAL,"['CLMS', 'NDVI300', 'V1', 'GLOBAL']"
,CGLS_NDVI300_V2_GLOBAL,CGLS_NDVI300_V2_GLOBAL,CGLS_NDVI300_V2_GLOBAL,CGLS NDVI300 V2 GLOBAL,CLMS NDVI300 V2 GLOBAL,"['CLMS', 'NDVI300', 'V2', 'GLOBAL']"
,CGLS_NDVI_V2_GLOBAL,CGLS_NDVI_V2_GLOBAL,CGLS_NDVI_V2_GLOBAL,CGLS NDVI V2 GLOBAL,CLMS NDVI V2 GLOBAL,"['CLMS', 'NDVI', 'V2', 'GLOBAL']"
,CGLS_NDVI_V3_GLOBAL,CGLS_NDVI_V3_GLOBAL,CGLS_NDVI_V3_GLOBAL,CGLS NDVI V3 GLOBAL,CLMS NDVI V3 GLOBAL,"['CLMS', 'NDVI', 'V3', 'GLOBAL']"
,CGLS_SSM_1KM,CGLS_SSM_1KM,CGLS_SSM_1KM,CGLS SSM 1KM,CLMS SSM 1KM,"['CLMS', 'SSM', '1KM']"
,CGLS_SSM_V1_EUROPE,CGLS_SSM_V1_EUROPE,CGLS_SSM_V1_EUROPE,CGLS SSM V1 EUROPE,CLMS SSM V1 EUROPE,"['CLMS', 'SSM', 'V1', 'EUROPE']"
,CNES_LAND_COVER_MAP,CNES_LAND_COVER_MAP,CNES_LAND_COVER_MAP,CNES LAND COVER MAP,CNES LAND COVER MAP,"['CNES', 'LAND', 'COVER', 'MAP']"
,CNR_CHL,CNR_CHL,CNR_CHL,CNR CHL,CNR CHL,"['CNR', 'CHL']"
,CNR_TSM,CNR_TSM,CNR_TSM,CNR TSM,CNR TSM,"['CNR', 'TSM']"
,COPERNICUS_30,COPERNICUS_30,COP_30,COP 30,COP 30,"['COP', '30']"
,COPERNICUS_90,COPERNICUS_90,COP_90,COP 90,COP 90,"['COP', '90']"
,COP_DEM_EU_25M,COP_DEM_EU_25M,COP_DEM_EU_25M,COP DEM EU 25M,COP DEM EU 25M,"['COP', 'DEM', 'EU', '25M']"
,CORINE_LAND_COVER,CORINE_LAND_COVER,CORINE_LAND_COVER,CORINE LAND COVER,CORINE LAND COVER,"['CORINE', 'LAND', 'COVER']"
,CORINE_LAND_COVER_ACCOUNTING_LAYERS,CORINE_LAND_COVER_ACCOUNTING_LAYERS,CORINE_LAND_COVER_ACCOUNTING_LAYERS,CORINE LAND COVER ACCOUNTING LAYERS,CORINE LAND COVER ACCOUNTING LAYERS,"['CORINE', 'LAND', 'COVER', 'ACCOUNTING', 'LAYERS']"
,DAILY_CUMULATIVE_GAP_FILLED_FRACTIONAL_SNOW_COVER,DAILY_CUMULATIVE_GAP_FILLED_FRACTIONAL_SNOW_COVER,DAILY_CUMULATIVE_GAP_FILLED_FRACTIONAL_SNOW_COVER,DAILY CUMULATIVE GAP FILLED FRACTIONAL SNOW COVER,DAILY CUMULATIVE GAP FILLED FRACTIONAL SNOW COVER,"['DAILY', 'CUMULATIVE', 'GAP', 'FILLED', 'FRACTIONAL', 'SNOW', 'COVER']"
,E12C_MOTORWAY,E12C_MOTORWAY,E12C_MOTORWAY,E12C MOTORWAY,E12C MOTORWAY,"['E12C', 'MOTORWAY']"
,E12D_PRIMARY,E12D_PRIMARY,E12D_PRIMARY,E12D PRIMARY,E12D PRIMARY,"['E12D', 'PRIMARY']"
,EEA_RIVER_AND_LAKE_ICE_EXTENT_SENTINEL1,EEA_RIVER_AND_LAKE_ICE_EXTENT_SENTINEL1,EEA_RIVER_AND_LAKE_ICE_EXTENT_SENTINEL1,EEA RIVER AND LAKE ICE EXTENT SENTINEL1,EEA RIVER AND LAKE ICE EXTENT SENTINEL1,"['EEA', 'RIVER', 'AND', 'LAKE', 'ICE', 'EXTENT', 'SENTINEL1']"
,EGM2008,EGM2008,EGM2008,EGM2008,EGM2008,['EGM2008']
,EMODNET_VESSEL_DENSITY,EMODNET_VESSEL_DENSITY,EMODNET_VESSEL_DENSITY,EMODNET VESSEL DENSITY,EMODNET VESSEL DENSITY,"['EMODNET', 'VESSEL', 'DENSITY']"
,EMODNET_VESSEL_DENSITY_CARGO,EMODNET_VESSEL_DENSITY_CARGO,EMODNET_VESSEL_DENSITY_CARGO,EMODNET VESSEL DENSITY CARGO,EMODNET VESSEL DENSITY CARGO,"['EMODNET', 'VESSEL', 'DENSITY', 'CARGO']"
,EMODNET_VESSEL_DENSITY_OTHER,EMODNET_VESSEL_DENSITY_OTHER,EMODNET_VESSEL_DENSITY_OTHER,EMODNET VESSEL DENSITY OTHER,EMODNET VESSEL DENSITY OTHER,"['EMODNET', 'VESSEL', 'DENSITY', 'OTHER']"
,EMODNET_VESSEL_DENSITY_TANKER,EMODNET_VESSEL_DENSITY_TANKER,EMODNET_VESSEL_DENSITY_TANKER,EMODNET VESSEL DENSITY TANKER,EMODNET VESSEL DENSITY TANKER,"['EMODNET', 'VESSEL', 'DENSITY', 'TANKER']"
,ERA5_WIND_U,ERA5_WIND_U,ERA5_WIND_U,ERA5 WIND U,ERA5 WIND U,"['ERA5', 'WIND', 'U']"
,ERA5_WIND_V,ERA5_WIND_V,ERA5_WIND_V,ERA5 WIND V,ERA5 WIND V,"['ERA5', 'WIND', 'V']"
,ESA_WORLDCEREAL_ACTIVECROPLAND,ESA_WORLDCEREAL_ACTIVECROPLAND,ESA_WORLDCEREAL_ACTIVECROPLAND,ESA WORLDCEREAL ACTIVECROPLAND,ESA WORLDCEREAL ACTIVECROPLAND,"['ESA', 'WORLDCEREAL', 'ACTIVECROPLAND']"
,ESA_WORLDCEREAL_IRRIGATION,ESA_WORLDCEREAL_IRRIGATION,ESA_WORLDCEREAL_IRRIGATION,ESA WORLDCEREAL IRRIGATION,ESA WORLDCEREAL IRRIGATION,"['ESA', 'WORLDCEREAL', 'IRRIGATION']"
,ESA_WORLDCEREAL_MAIZE,ESA_WORLDCEREAL_MAIZE,ESA_WORLDCEREAL_MAIZE,ESA WORLDCEREAL MAIZE,ESA WORLDCEREAL MAIZE,"['ESA', 'WORLDCEREAL', 'MAIZE']"
,ESA_WORLDCEREAL_SPRINGCEREALS,ESA_WORLDCEREAL_SPRINGCEREALS,ESA_WORLDCEREAL_SPRINGCEREALS,ESA WORLDCEREAL SPRINGCEREALS,ESA WORLDCEREAL SPRINGCEREALS,"['ESA', 'WORLDCEREAL', 'SPRINGCEREALS']"
,ESA_WORLDCEREAL_TEMPORARYCROPS,ESA_WORLDCEREAL_TEMPORARYCROPS,ESA_WORLDCEREAL_TEMPORARYCROPS,ESA WORLDCEREAL TEMPORARYCROPS,ESA WORLDCEREAL TEMPORARYCROPS,"['ESA', 'WORLDCEREAL', 'TEMPORARYCROPS']"
,ESA_WORLDCEREAL_WINTERCEREALS,ESA_WORLDCEREAL_WINTERCEREALS,ESA_WORLDCEREAL_WINTERCEREALS,ESA WORLDCEREAL WINTERCEREALS,ESA WORLDCEREAL WINTERCEREALS,"['ESA', 'WORLDCEREAL', 'WINTERCEREALS']"
,ESA_WORLDCOVER_10M_2020_V1,ESA_WORLDCOVER_10M_2020_V1,ESA_WORLDCOVER_10M_2020_V1,ESA WORLDCOVER 10M 2020 V1,ESA WORLDCOVER 10M 2020 V1,"['ESA', 'WORLDCOVER', '10M', '2020', 'V1']"
,ESA_WORLDCOVER_10M_2021_V2,ESA_WORLDCOVER_10M_2021_V2,ESA_WORLDCOVER_10M_2021_V2,ESA WORLDCOVER 10M 2021 V2,ESA WORLDCOVER 10M 2021 V2,"['ESA', 'WORLDCOVER', '10M', '2021', 'V2']"
,FRACTIONAL_SNOW_COVER,FRACTIONAL_SNOW_COVER,FRACTIONAL_SNOW_COVER,FRACTIONAL SNOW COVER,FRACTIONAL SNOW COVER,"['FRACTIONAL', 'SNOW', 'COVER']"
,GHS_BUILT_S2,GHS_BUILT_S2,GHS_BUILT_SENTINEL2,GHS BUILT SENTINEL2,GHS BUILT SENTINEL2,"['GHS', 'BUILT', 'SENTINEL2']"
,GLOBAL_LAND_COVER,GLOBAL_LAND_COVER,GLOBAL_LAND_COVER,GLOBAL LAND COVER,GLOBAL LAND COVER,"['GLOBAL', 'LAND', 'COVER']"
,GLOBAL_SURFACE_WATER,GLOBAL_SURFACE_WATER,GLOBAL_SURFACE_WATER,GLOBAL SURFACE WATER,GLOBAL SURFACE WATER,"['GLOBAL', 'SURFACE', 'WATER']"
,ICEYE_GRD_E11,ICEYE_GRD_E11,ICEYE_GRD_E11,ICEYE GRD E11,ICEYE GRD E11,"['ICEYE', 'GRD', 'E11']"
,ICEYE_GRD_E11A,ICEYE_GRD_E11A,ICEYE_GRD_E11A,ICEYE GRD E11A,ICEYE GRD E11A,"['ICEYE', 'GRD', 'E11A']"
,ICEYE_GRD_E13B,ICEYE_GRD_E13B,ICEYE_GRD_E13B,ICEYE GRD E13B,ICEYE GRD E13B,"['ICEYE', 'GRD', 'E13B']"
,ICEYE_GRD_E3,ICEYE_GRD_E3,ICEYE_GRD_E3,ICEYE GRD E3,ICEYE GRD E3,"['ICEYE', 'GRD', 'E3']"
,JAXA_WQ_CHLA_ANOMALY,JAXA_WQ_CHLA_ANOMALY,JAXA_WQ_CHLA_ANOMALY,JAXA WQ CHLA ANOMALY,JAXA WQ CHLA ANOMALY,"['JAXA', 'WQ', 'CHLA', 'ANOMALY']"
,JAXA_WQ_CHLA_AVERAGE,JAXA_WQ_CHLA_AVERAGE,JAXA_WQ_CHLA_AVERAGE,JAXA WQ CHLA AVERAGE,JAXA WQ CHLA AVERAGE,"['JAXA', 'WQ', 'CHLA', 'AVERAGE']"
,JAXA_WQ_TSM_ANOMALY,JAXA_WQ_TSM_ANOMALY,JAXA_WQ_TSM_ANOMALY,JAXA WQ TSM ANOMALY,JAXA WQ TSM ANOMALY,"['JAXA', 'WQ', 'TSM', 'ANOMALY']"
,JAXA_WQ_TSM_AVERAGE,JAXA_WQ_TSM_AVERAGE,JAXA_WQ_TSM_AVERAGE,JAXA WQ TSM AVERAGE,JAXA WQ TSM AVERAGE,"['JAXA', 'WQ', 'TSM', 'AVERAGE']"
,LANDSAT1-5_MSS_L1,LANDSAT1-5_MSS_L1,LANDSAT1-5_MSS_L1,LANDSAT1 5 MSS L1,LANDSAT1 5 MSS L1,"['LANDSAT1', '5', 'MSS', 'L1']"
,LANDSAT4-5_TM_L1,LANDSAT4-5_TM_L1,LANDSAT4-5_TM_L1,LANDSAT4 5 TM L1,LANDSAT4 5 TM L1,"['LANDSAT4', '5', 'TM', 'L1']"
,LANDSAT4-5_TM_L2,LANDSAT4-5_TM_L2,LANDSAT4-5_TM_L2,LANDSAT4 5 TM L2,LANDSAT4 5 TM L2,"['LANDSAT4', '5', 'TM', 'L2']"
,LANDSAT7_ETM_L1,LANDSAT7_ETM_L1,LANDSAT7_ETM_L1,LANDSAT7 ETM L1,LANDSAT7 ETM L1,"['LANDSAT7', 'ETM', 'L1']"
,LANDSAT7_ETM_L2,LANDSAT7_ETM_L2,LANDSAT7_ETM_L2,LANDSAT7 ETM L2,LANDSAT7 ETM L2,"['LANDSAT7', 'ETM', 'L2']"
,LANDSAT8-9_L1,LANDSAT8-9_L1,LANDSAT8-9_L1,LANDSAT8 9 L1,LANDSAT8 9 L1,"['LANDSAT8', '9', 'L1']"
,LANDSAT8-9_L2,LANDSAT8-9_L2,LANDSAT8-9_L2,LANDSAT8 9 L2,LANDSAT8 9 L2,"['LANDSAT8', '9', 'L2']"
,LTK_NATIONAL_HIGH_RESOLUTION_LAYER,LTK_NATIONAL_HIGH_RESOLUTION_LAYER,LTK_NATIONAL_HIGH_RESOLUTION_LAYER,LTK NATIONAL HIGH RESOLUTION LAYER,LTK NATIONAL HIGH RESOLUTION LAYER,"['LTK', 'NATIONAL', 'HIGH', 'RESOLUTION', 'LAYER']"
,MAPEO_WATER_TUR_V1,MAPEO_WATER_TUR_V1,MAPEO_WATER_TUR_V1,MAPEO WATER TUR V1,MAP WATER TUR V1,"['MAP', 'WATER', 'TUR', 'V1']"
,MAPZEN_DEM,MAPZEN_DEM,MAPZEN_DEM,MAPZEN DEM,MAPZEN DEM,"['MAPZEN', 'DEM']"
,MODIS,MODIS,MODIS,MODIS,MODIS,['MODIS']
,NASA_HARMONIZED_LANDSAT_SENTINEL,NASA_HARMONIZED_LANDSAT_SENTINEL,NASA_HARMONIZED_LANDSAT_SENTINEL,NASA HARMONIZED LANDSAT SENTINEL,NASA HARMONIZED LANDSAT SENTINEL,"['NASA', 'HARMONIZED', 'LANDSAT', 'SENTINEL']"
,OPENEO_CROPTYPE_2021,OPENEO_CROPTYPE_2021,OPENEO_CROPTYPE_2021,OPENEO CROPTYPE 2021,OPEN CROPTYPE 2021,"['OPEN', 'CROPTYPE', '2021']"
,PERSISTENT_SNOW_AREA,PERSISTENT_SNOW_AREA,PERSISTENT_SNOW_AREA,PERSISTENT SNOW AREA,PERSISTENT SNOW AREA,"['PERSISTENT', 'SNOW', 'AREA']"
,PLANETSCOPE,PLANETSCOPE,PLANETSCOPE,PLANETSCOPE,PLANETSCOPE,['PLANETSCOPE']
,PLEIADES,PLEIADES,PLEIADES,PLEIADES,PLEIADES,['PLEIADES']
,POPULATION_DENSITY,POPULATION_DENSITY,POPULATION_DENSITY,POPULATION DENSITY,POPULATION DENSITY,"['POPULATION', 'DENSITY']"
,PROBAV_L3_S10_TOC_333M,PROBAV_L3_S10_TOC_333M,PROBAV_L3_SENTINEL10_TOC_333M,PROBAV L3 SENTINEL10 TOC 333M,PROBAV L3 SENTINEL10 TOC 333M,"['PROBAV', 'L3', 'SENTINEL10', 'TOC', '333M']"
,PROBAV_L3_S5_TOC_100M,PROBAV_L3_S5_TOC_100M,PROBAV_L3_S5_TOC_100M,PROBAV L3 S5 TOC 100M,PROBAV L3 S5 TOC 100M,"['PROBAV', 'L3', 'S5', 'TOC', '100M']"
,RIVER_AND_LAKE_ICE_EXTENT_SENTINEL1_SENTINEL2,RIVER_AND_LAKE_ICE_EXTENT_SENTINEL1_SENTINEL2,RIVER_AND_LAKE_ICE_EXTENT_SENTINEL1_SENTINEL2,RIVER AND LAKE ICE EXTENT SENTINEL1 SENTINEL2,RIVER AND LAKE ICE EXTENT SENTINEL1 SENTINEL2,"['RIVER', 'AND', 'LAKE', 'ICE', 'EXTENT', 'SENTINEL1', 'SENTINEL2']"
,RIVER_AND_LAKE_ICE_EXTENT_SENTINEL2,RIVER_AND_LAKE_ICE_EXTENT_SENTINEL2,RIVER_AND_LAKE_ICE_EXTENT_SENTINEL2,RIVER AND LAKE ICE EXTENT SENTINEL2,RIVER AND LAKE ICE EXTENT SENTINEL2,"['RIVER', 'AND', 'LAKE', 'ICE', 'EXTENT', 'SENTINEL2']"
,S1_GRD_SIGMA0_ASCENDING,S1_GRD_SIGMA0_ASCENDING,SENTINEL1_GRD_SIGMA0_ASCENDING,SENTINEL1 GRD SIGMA0 ASCENDING,SENTINEL1 GRD SIGMA0 ASCENDING,"['SENTINEL1', 'GRD', 'SIGMA0', 'ASCENDING']"
,S1_GRD_SIGMA0_DESCENDING,S1_GRD_SIGMA0_DESCENDING,SENTINEL1_GRD_SIGMA0_DESCENDING,SENTINEL1 GRD SIGMA0 DESCENDING,SENTINEL1 GRD SIGMA0 DESCENDING,"['SENTINEL1', 'GRD', 'SIGMA0', 'DESCENDING']"
,SAR_WET_SNOW_IN_HIGH_MOUNTAINS,SAR_WET_SNOW_IN_HIGH_MOUNTAINS,SAR_WET_SNOW_IN_HIGH_MOUNTAINS,SAR WET SNOW IN HIGH MOUNTAINS,SAR WET SNOW IN HIGH MOUNTAINS,"['SAR', 'WET', 'SNOW', 'IN', 'HIGH', 'MOUNTAINS']"
,SEASONAL_TRAJECTORIES,SEASONAL_TRAJECTORIES,SEASONAL_TRAJECTORIES,SEASONAL TRAJECTORIES,SEASONAL TRAJECTORIES,"['SEASONAL', 'TRAJECTORIES']"
,SEA_ICE_INDEX,SEA_ICE_INDEX,SEA_ICE_INDEX,SEA ICE INDEX,SEA ICE INDEX,"['SEA', 'ICE', 'INDEX']"
,SENTINEL1_CARD4L,SENTINEL1_CARD4L,SENTINEL1_CARD4L,SENTINEL1 CARD4L,SENTINEL1 CARD4L,"['SENTINEL1', 'CARD4L']"
,SENTINEL1_GAMMA0_SENTINELHUB,SENTINEL1_GAMMA0_SENTINELHUB,SENTINEL1_GAMMA0_SENTINELHUB,SENTINEL1 GAMMA0 SENTINELHUB,SENTINEL1 GAMMA0 SENTINELHUB,"['SENTINEL1', 'GAMMA0', 'SENTINELHUB']"
,SENTINEL1_GRD,SENTINEL1_GRD,SENTINEL1_GRD,SENTINEL1 GRD,SENTINEL1 GRD,"['SENTINEL1', 'GRD']"
,SENTINEL1_GRD_SIGMA0,SENTINEL1_GRD_SIGMA0,SENTINEL1_GRD_SIGMA0,SENTINEL1 GRD SIGMA0,SENTINEL1 GRD SIGMA0,"['SENTINEL1', 'GRD', 'SIGMA0']"
,SENTINEL2_L1C,SENTINEL2_L1C,SENTINEL2_L1C,SENTINEL2 L1C,SENTINEL2 L1C,"['SENTINEL2', 'L1C']"
,SENTINEL2_L1C_INCD,SENTINEL2_L1C_INCD,SENTINEL2_L1C_INCD,SENTINEL2 L1C INCD,SENTINEL2 L1C INCD,"['SENTINEL2', 'L1C', 'INCD']"
,SENTINEL2_L1C_SENTINELHUB,SENTINEL2_L1C_SENTINELHUB,SENTINEL2_L1C_SENTINELHUB,SENTINEL2 L1C SENTINELHUB,SENTINEL2 L1C SENTINELHUB,"['SENTINEL2', 'L1C', 'SENTINELHUB']"
,SENTINEL2_L2A,SENTINEL2_L2A,SENTINEL2_L2A,SENTINEL2 L2A,SENTINEL2 L2A,"['SENTINEL2', 'L2A']"
,SENTINEL2_L2A_MOSAIC_120,SENTINEL2_L2A_MOSAIC_120,SENTINEL2_L2A_MOSAIC_120,SENTINEL2 L2A MOSAIC 120,SENTINEL2 L2A MOSAIC 120,"['SENTINEL2', 'L2A', 'MOSAIC', '120']"
,SENTINEL2_L2A_SENTINELHUB,SENTINEL2_L2A_SENTINELHUB,SENTINEL2_L2A_SENTINELHUB,SENTINEL2 L2A SENTINELHUB,SENTINEL2 L2A SENTINELHUB,"['SENTINEL2', 'L2A', 'SENTINELHUB']"
,SENTINEL3_OLCI_L1B,SENTINEL3_OLCI_L1B,SENTINEL3_OLCI_L1B,SENTINEL3 OLCI L1B,SENTINEL3 OLCI L1B,"['SENTINEL3', 'OLCI', 'L1B']"
,SENTINEL3_SLSTR,SENTINEL3_SLSTR,SENTINEL3_SLSTR,SENTINEL3 SLSTR,SENTINEL3 SLSTR,"['SENTINEL3', 'SLSTR']"
,SENTINEL3_SYNERGY_VG1,SENTINEL3_SYNERGY_VG1,SENTINEL3_SYNERGY_VG1,SENTINEL3 SYNERGY VG1,SENTINEL3 SYNERGY VG1,"['SENTINEL3', 'SYNERGY', 'VG1']"
,SENTINEL3_SYNERGY_VG10,SENTINEL3_SYNERGY_VG10,SENTINEL3_SYNERGY_VG10,SENTINEL3 SYNERGY VG10,SENTINEL3 SYNERGY VG10,"['SENTINEL3', 'SYNERGY', 'VG10']"
,SENTINEL_5P_CH4_T7D_AVERAGE,SENTINEL_5P_CH4_T7D_AVERAGE,SENTINEL5P_CH4_T7D_AVERAGE,SENTINEL5P CH4 T7D AVERAGE,SENTINEL5P CH4 T7D AVERAGE,"['SENTINEL5P', 'CH4', 'T7D', 'AVERAGE']"
,SENTINEL_5P_CO_T3D_AVERAGE,SENTINEL_5P_CO_T3D_AVERAGE,SENTINEL5P_CO_T3D_AVERAGE,SENTINEL5P CO T3D AVERAGE,SENTINEL5P CO T3D AVERAGE,"['SENTINEL5P', 'CO', 'T3D', 'AVERAGE']"
,SENTINEL_5P_L2,SENTINEL_5P_L2,SENTINEL5P_L2,SENTINEL5P L2,SENTINEL5P L2,"['SENTINEL5P', 'L2']"
,SENTINEL_5P_NO2_T14D_AVERAGE,SENTINEL_5P_NO2_T14D_AVERAGE,SENTINEL5P_NO2_T14D_AVERAGE,SENTINEL5P NO2 T14D AVERAGE,SENTINEL5P NO2 T14D AVERAGE,"['SENTINEL5P', 'NO2', 'T14D', 'AVERAGE']"
,SPOT,SPOT,SPOT,SPOT,SPOT,['SPOT']
,TERRASCOPE_S1_GAMMA0_V1,TERRASCOPE_S1_GAMMA0_V1,TERRASCOPE_SENTINEL1_GAMMA0_V1,TERRASCOPE SENTINEL1 GAMMA0 V1,CLMS SENTINEL1 GAMMA0 V1,"['CLMS', 'SENTINEL1', 'GAMMA0', 'V1']"
,TERRASCOPE_S1_SLC_COHERENCE_V1,TERRASCOPE_S1_SLC_COHERENCE_V1,TERRASCOPE_SENTINEL1_SLC_COHERENCE_V1,TERRASCOPE SENTINEL1 SLC COHERENCE V1,CLMS SENTINEL1 SLC COHERENCE V1,"['CLMS', 'SENTINEL1', 'SLC', 'COHERENCE', 'V1']"
,TERRASCOPE_S2_CHL_V1,TERRASCOPE_S2_CHL_V1,TERRASCOPE_SENTINEL2_CHL_V1,TERRASCOPE SENTINEL2 CHL V1,CLMS SENTINEL2 CHL V1,"['CLMS', 'SENTINEL2', 'CHL', 'V1']"
,TERRASCOPE_S2_FAPAR_V2,TERRASCOPE_S2_FAPAR_V2,TERRASCOPE_SENTINEL2_FAPAR_V2,TERRASCOPE SENTINEL2 FAPAR V2,CLMS SENTINEL2 FAPAR V2,"['CLMS', 'SENTINEL2', 'FAPAR', 'V2']"
,TERRASCOPE_S2_FCOVER_V2,TERRASCOPE_S2_FCOVER_V2,TERRASCOPE_SENTINEL2_FCOVER_V2,TERRASCOPE SENTINEL2 FCOVER V2,CLMS SENTINEL2 FCOVER V2,"['CLMS', 'SENTINEL2', 'FCOVER', 'V2']"
,TERRASCOPE_S2_LAI_V2,TERRASCOPE_S2_LAI_V2,TERRASCOPE_SENTINEL2_LAI_V2,TERRASCOPE SENTINEL2 LAI V2,CLMS SENTINEL2 LAI V2,"['CLMS', 'SENTINEL2', 'LAI', 'V2']"
,TERRASCOPE_S2_NDVI_V2,TERRASCOPE_S2_NDVI_V2,TERRASCOPE_SENTINEL2_NDVI_V2,TERRASCOPE SENTINEL2 NDVI V2,CLMS SENTINEL2 NDVI V2,"['CLMS', 'SENTINEL2', 'NDVI', 'V2']"
,TERRASCOPE_S2_RHOW_V1,TERRASCOPE_S2_RHOW_V1,TERRASCOPE_SENTINEL2_RHOW_V1,TERRASCOPE SENTINEL2 RHOW V1,CLMS SENTINEL2 RHOW V1,"['CLMS', 'SENTINEL2', 'RHOW', 'V1']"
,TERRASCOPE_S2_SPM_V1,TERRASCOPE_S2_SPM_V1,TERRASCOPE_SENTINEL2_SPM_V1,TERRASCOPE SENTINEL2 SPM V1,CLMS SENTINEL2 SPM V1,"['CLMS', 'SENTINEL2', 'SPM', 'V1']"
,TERRASCOPE_S2_TOC_V2,TERRASCOPE_S2_TOC_V2,TERRASCOPE_SENTINEL2_TOC_V2,TERRASCOPE SENTINEL2 TOC V2,CLMS SENTINEL2 TOC V2,"['CLMS', 'SENTINEL2', 'TOC', 'V2']"
,TERRASCOPE_S2_TUR_V1,TERRASCOPE_S2_TUR_V1,TERRASCOPE_SENTINEL2_TUR_V1,TERRASCOPE SENTINEL2 TUR V1,CLMS SENTINEL2 TUR V1,"['CLMS', 'SENTINEL2', 'TUR', 'V1']"
,TERRASCOPE_S5P_L3_CO_TD_V1,TERRASCOPE_S5P_L3_CO_TD_V1,TERRASCOPE_SENTINEL5P_L3_CO_TD_V1,TERRASCOPE SENTINEL5P L3 CO TD V1,CLMS SENTINEL5P L3 CO TD V1,"['CLMS', 'SENTINEL5P', 'L3', 'CO', 'TD', 'V1']"
