id_dedl,original,upper,missions,unsep,rmstr,split
,CIESIN/GPWv4/population-density,CIESIN/GPWV4/POPULATION-DENSITY,CIESIN/GPWV4/POPULATION-DENSITY,CIESIN/GPWV4/POPULATION DENSITY,CIESIN/GPWV4/POPULATION DENSITY,"['CIESIN/GPWV4/POPULATION', 'DENSITY']"
,CIESIN/GPWv4/unwpp-adjusted-population-count,CIESIN/GPWV4/UNWPP-ADJUSTED-POPULATION-COUNT,CIESIN/GPWV4/UNWPP-ADJUSTED-POPULATION-COUNT,CIESIN/GPWV4/UNWPP ADJUSTED POPULATION COUNT,CIESIN/GPWV4/UNWPP ADJUSTED POPULATION COUNT,"['CIESIN/GPWV4/UNWPP', 'ADJUSTED', 'POPULATION', 'COUNT']"
,CIESIN/GPWv4/unwpp-adjusted-population-density,CIESIN/GPWV4/UNWPP-ADJUSTED-POPULATION-DENSITY,CIESIN/GPWV4/UNWPP-ADJUSTED-POPULATION-DENSITY,CIESIN/GPWV4/UNWPP ADJUSTED POPULATION DENSITY,CIESIN/GPWV4/UNWPP ADJUSTED POPULATION DENSITY,"['CIESIN/GPWV4/UNWPP', 'ADJUSTED', 'POPULATION', 'DENSITY']"
,CIESIN/GPWv411/GPW_Basic_Demographic_Characteristics,CIESIN/GPWV411/GPW_BASIC_DEMOGRAPHIC_CHARACTERISTICS,CIESIN/GPWV411/GPW_BASIC_DEMOGRAPHIC_CHARACTERISTICS,CIESIN/GPWV411/GPW BASIC DEMOGRAPHIC CHARACTERISTICS,CIESIN/GPWV411/GPW BASIC DEMOGRAPHIC CHARACTERISTICS,"['CIESIN/GPWV411/GPW', 'BASIC', 'DEMOGRAPHIC', 'CHARACTERISTICS']"
,CIESIN/GPWv411/GPW_Data_Context,CIESIN/GPWV411/GPW_DATA_CONTEXT,CIESIN/GPWV411/GPW_DATA_CONTEXT,CIESIN/GPWV411/GPW DATA CONTEXT,CIESIN/GPWV411/GPW A CONTEXT,"['CIESIN/GPWV411/GPW', 'A', 'CONTEXT']"
,CIESIN/GPWv411/GPW_Land_Area,CIESIN/GPWV411/GPW_LAND_AREA,CIESIN/GPWV411/GPW_LAND_AREA,CIESIN/GPWV411/GPW LAND AREA,CIESIN/GPWV411/GPW LAND AREA,"['CIESIN/GPWV411/GPW', 'LAND', 'AREA']"
,CIESIN/GPWv411/GPW_Mean_Administrative_Unit_Area,CIESIN/GPWV411/GPW_MEAN_ADMINISTRATIVE_UNIT_AREA,CIESIN/GPWV411/GPW_MEAN_ADMINISTRATIVE_UNIT_AREA,CIESIN/GPWV411/GPW MEAN ADMINISTRATIVE UNIT AREA,CIESIN/GPWV411/GPW MEAN ADMINISTRATIVE UNIT AREA,"['CIESIN/GPWV411/GPW', 'MEAN', 'ADMINISTRATIVE', 'UNIT', 'AREA']"
,CIESIN/GPWv411/GPW_National_Identifier_Grid,CIESIN/GPWV411/GPW_NATIONAL_IDENTIFIER_GRID,CIESIN/GPWV411/GPW_NATIONAL_IDENTIFIER_GRID,CIESIN/GPWV411/GPW NATIONAL IDENTIFIER GRID,CIESIN/GPWV411/GPW NATIONAL IDENTIFIER GRID,"['CIESIN/GPWV411/GPW', 'NATIONAL', 'IDENTIFIER', 'GRID']"
,CIESIN/GPWv411/GPW_Population_Count,CIESIN/GPWV411/GPW_POPULATION_COUNT,CIESIN/GPWV411/GPW_POPULATION_COUNT,CIESIN/GPWV411/GPW POPULATION COUNT,CIESIN/GPWV411/GPW POPULATION COUNT,"['CIESIN/GPWV411/GPW', 'POPULATION', 'COUNT']"
,CIESIN/GPWv411/GPW_Population_Density,CIESIN/GPWV411/GPW_POPULATION_DENSITY,CIESIN/GPWV411/GPW_POPULATION_DENSITY,CIESIN/GPWV411/GPW POPULATION DENSITY,CIESIN/GPWV411/GPW POPULATION DENSITY,"['CIESIN/GPWV411/GPW', 'POPULATION', 'DENSITY']"
,CIESIN/GPWv411/GPW_UNWPP-Adjusted_Population_Count,CIESIN/GPWV411/GPW_UNWPP-ADJUSTED_POPULATION_COUNT,CIESIN/GPWV411/GPW_UNWPP-ADJUSTED_POPULATION_COUNT,CIESIN/GPWV411/GPW UNWPP ADJUSTED POPULATION COUNT,CIESIN/GPWV411/GPW UNWPP ADJUSTED POPULATION COUNT,"['CIESIN/GPWV411/GPW', 'UNWPP', 'ADJUSTED', 'POPULATION', 'COUNT']"
,CIESIN/GPWv411/GPW_UNWPP-Adjusted_Population_Density,CIESIN/GPWV411/GPW_UNWPP-ADJUSTED_POPULATION_DENSITY,CIESIN/GPWV411/GPW_UNWPP-ADJUSTED_POPULATION_DENSITY,CIESIN/GPWV411/GPW UNWPP ADJUSTED POPULATION DENSITY,CIESIN/GPWV411/GPW UNWPP ADJUSTED POPULATION DENSITY,"['CIESIN/GPWV411/GPW', 'UNWPP', 'ADJUSTED', 'POPULATION', 'DENSITY']"
,CIESIN/GPWv411/GPW_Water_Area,CIESIN/GPWV411/GPW_WATER_AREA,CIESIN/GPWV411/GPW_WATER_AREA,CIESIN/GPWV411/GPW WATER AREA,CIESIN/GPWV411/GPW WATER AREA,"['CIESIN/GPWV411/GPW', 'WATER', 'AREA']"
,CIESIN/GPWv411/GPW_Water_Mask,CIESIN/GPWV411/GPW_WATER_MASK,CIESIN/GPWV411/GPW_WATER_MASK,CIESIN/GPWV411/GPW WATER MASK,CIESIN/GPWV411/GPW WATER MASK,"['CIESIN/GPWV411/GPW', 'WATER', 'MASK']"
,COPERNICUS/CORINE/V18_5_1/100m,COPERNICUS/CORINE/V18_5_1/100M,COP/CORINE/V18_5_1/100M,COP/CORINE/V18 5 1/100M,COP/CORINE/V18 5 1/100M,"['COP/CORINE/V18', '5', '1/100M']"
,COPERNICUS/CORINE/V20/100m,COPERNICUS/CORINE/V20/100M,COP/CORINE/V20/100M,COP/CORINE/V20/100M,COP/CORINE/V20/100M,['COP/CORINE/V20/100M']
,COPERNICUS/DEM/GLO30,COPERNICUS/DEM/GLO30,COP/DEM/GLO30,COP/DEM/GLO30,COP/DEM/GLO30,['COP/DEM/GLO30']
,COPERNICUS/Landcover/100m/Proba-V-C3/Global,COPERNICUS/LANDCOVER/100M/PROBA-V-C3/GLOBAL,COP/LANDCOVER/100M/PROBA-V-C3/GLOBAL,COP/LANDCOVER/100M/PROBA V C3/GLOBAL,COP/LANDCOVER/100M/PROBA V C3/GLOBAL,"['COP/LANDCOVER/100M/PROBA', 'V', 'C3/GLOBAL']"
,COPERNICUS/Landcover/100m/Proba-V/Global,COPERNICUS/LANDCOVER/100M/PROBA-V/GLOBAL,COP/LANDCOVER/100M/PROBA-V/GLOBAL,COP/LANDCOVER/100M/PROBA V/GLOBAL,COP/LANDCOVER/100M/PROBA V/GLOBAL,"['COP/LANDCOVER/100M/PROBA', 'V/GLOBAL']"
,COPERNICUS/S1_GRD,COPERNICUS/S1_GRD,COP/SENTINEL1_GRD,COP/SENTINEL1 GRD,COP/SENTINEL1 GRD,"['COP/SENTINEL1', 'GRD']"
,COPERNICUS/S2,COPERNICUS/S2,COP/SENTINEL2,COP/SENTINEL2,COP/SENTINEL2,['COP/SENTINEL2']
,COPERNICUS/S2_CLOUD_PROBABILITY,COPERNICUS/S2_CLOUD_PROBABILITY,COP/SENTINEL2_CLOUD_PROBABILITY,COP/SENTINEL2 CLOUD PROBABILITY,COP/SENTINEL2 CLOUD PROBABILITY,"['COP/SENTINEL2', 'CLOUD', 'PROBABILITY']"
,COPERNICUS/S2_HARMONIZED,COPERNICUS/S2_HARMONIZED,COP/SENTINEL2_HARMONIZED,COP/SENTINEL2 HARMONIZED,COP/SENTINEL2 HARMONIZED,"['COP/SENTINEL2', 'HARMONIZED']"
,COPERNICUS/S2_SR,COPERNICUS/S2_SR,COP/SENTINEL2_SR,COP/SENTINEL2 SR,COP/SENTINEL2 SR,"['COP/SENTINEL2', 'SR']"
,COPERNICUS/S2_SR_HARMONIZED,COPERNICUS/S2_SR_HARMONIZED,COP/SENTINEL2_SR_HARMONIZED,COP/SENTINEL2 SR HARMONIZED,COP/SENTINEL2 SR HARMONIZED,"['COP/SENTINEL2', 'SR', 'HARMONIZED']"
,COPERNICUS/S3/OLCI,COPERNICUS/S3/OLCI,COP/SENTINEL3/OLCI,COP/SENTINEL3/OLCI,COP/SENTINEL3/OLCI,['COP/SENTINEL3/OLCI']
,COPERNICUS/S5P/NRTI/L3_AER_AI,COPERNICUS/S5P/NRTI/L3_AER_AI,COP/SENTINEL5P/NRTI/L3_AER_AI,COP/SENTINEL5P/NRTI/L3 AER AI,COP/SENTINEL5P/NRTI/L3 AER AI,"['COP/SENTINEL5P/NRTI/L3', 'AER', 'AI']"
,COPERNICUS/S5P/NRTI/L3_AER_LH,COPERNICUS/S5P/NRTI/L3_AER_LH,COP/SENTINEL5P/NRTI/L3_AER_LH,COP/SENTINEL5P/NRTI/L3 AER LH,COP/SENTINEL5P/NRTI/L3 AER LH,"['COP/SENTINEL5P/NRTI/L3', 'AER', 'LH']"
,COPERNICUS/S5P/NRTI/L3_CLOUD,COPERNICUS/S5P/NRTI/L3_CLOUD,COP/SENTINEL5P/NRTI/L3_CLOUD,COP/SENTINEL5P/NRTI/L3 CLOUD,COP/SENTINEL5P/NRTI/L3 CLOUD,"['COP/SENTINEL5P/NRTI/L3', 'CLOUD']"
,COPERNICUS/S5P/NRTI/L3_CO,COPERNICUS/S5P/NRTI/L3_CO,COP/SENTINEL5P/NRTI/L3_CO,COP/SENTINEL5P/NRTI/L3 CO,COP/SENTINEL5P/NRTI/L3 CO,"['COP/SENTINEL5P/NRTI/L3', 'CO']"
,COPERNICUS/S5P/NRTI/L3_HCHO,COPERNICUS/S5P/NRTI/L3_HCHO,COP/SENTINEL5P/NRTI/L3_HCHO,COP/SENTINEL5P/NRTI/L3 HCHO,COP/SENTINEL5P/NRTI/L3 HCHO,"['COP/SENTINEL5P/NRTI/L3', 'HCHO']"
,COPERNICUS/S5P/NRTI/L3_NO2,COPERNICUS/S5P/NRTI/L3_NO2,COP/SENTINEL5P/NRTI/L3_NO2,COP/SENTINEL5P/NRTI/L3 NO2,COP/SENTINEL5P/NRTI/L3 NO2,"['COP/SENTINEL5P/NRTI/L3', 'NO2']"
,COPERNICUS/S5P/NRTI/L3_O3,COPERNICUS/S5P/NRTI/L3_O3,COP/SENTINEL5P/NRTI/L3_O3,COP/SENTINEL5P/NRTI/L3 O3,COP/SENTINEL5P/NRTI/L3 O3,"['COP/SENTINEL5P/NRTI/L3', 'O3']"
,COPERNICUS/S5P/NRTI/L3_SO2,COPERNICUS/S5P/NRTI/L3_SO2,COP/SENTINEL5P/NRTI/L3_SO2,COP/SENTINEL5P/NRTI/L3 SO2,COP/SENTINEL5P/NRTI/L3 SO2,"['COP/SENTINEL5P/NRTI/L3', 'SO2']"
,COPERNICUS/S5P/OFFL/L3_AER_AI,COPERNICUS/S5P/OFFL/L3_AER_AI,COP/SENTINEL5P/OFFL/L3_AER_AI,COP/SENTINEL5P/OFFL/L3 AER AI,COP/SENTINEL5P/OFFL/L3 AER AI,"['COP/SENTINEL5P/OFFL/L3', 'AER', 'AI']"
,COPERNICUS/S5P/OFFL/L3_AER_LH,COPERNICUS/S5P/OFFL/L3_AER_LH,COP/SENTINEL5P/OFFL/L3_AER_LH,COP/SENTINEL5P/OFFL/L3 AER LH,COP/SENTINEL5P/OFFL/L3 AER LH,"['COP/SENTINEL5P/OFFL/L3', 'AER', 'LH']"
,COPERNICUS/S5P/OFFL/L3_CH4,COPERNICUS/S5P/OFFL/L3_CH4,COP/SENTINEL5P/OFFL/L3_CH4,COP/SENTINEL5P/OFFL/L3 CH4,COP/SENTINEL5P/OFFL/L3 CH4,"['COP/SENTINEL5P/OFFL/L3', 'CH4']"
,COPERNICUS/S5P/OFFL/L3_CLOUD,COPERNICUS/S5P/OFFL/L3_CLOUD,COP/SENTINEL5P/OFFL/L3_CLOUD,COP/SENTINEL5P/OFFL/L3 CLOUD,COP/SENTINEL5P/OFFL/L3 CLOUD,"['COP/SENTINEL5P/OFFL/L3', 'CLOUD']"
,COPERNICUS/S5P/OFFL/L3_CO,COPERNICUS/S5P/OFFL/L3_CO,COP/SENTINEL5P/OFFL/L3_CO,COP/SENTINEL5P/OFFL/L3 CO,COP/SENTINEL5P/OFFL/L3 CO,"['COP/SENTINEL5P/OFFL/L3', 'CO']"
,COPERNICUS/S5P/OFFL/L3_HCHO,COPERNICUS/S5P/OFFL/L3_HCHO,COP/SENTINEL5P/OFFL/L3_HCHO,COP/SENTINEL5P/OFFL/L3 HCHO,COP/SENTINEL5P/OFFL/L3 HCHO,"['COP/SENTINEL5P/OFFL/L3', 'HCHO']"
,COPERNICUS/S5P/OFFL/L3_NO2,COPERNICUS/S5P/OFFL/L3_NO2,COP/SENTINEL5P/OFFL/L3_NO2,COP/SENTINEL5P/OFFL/L3 NO2,COP/SENTINEL5P/OFFL/L3 NO2,"['COP/SENTINEL5P/OFFL/L3', 'NO2']"
,COPERNICUS/S5P/OFFL/L3_O3,COPERNICUS/S5P/OFFL/L3_O3,COP/SENTINEL5P/OFFL/L3_O3,COP/SENTINEL5P/OFFL/L3 O3,COP/SENTINEL5P/OFFL/L3 O3,"['COP/SENTINEL5P/OFFL/L3', 'O3']"
,COPERNICUS/S5P/OFFL/L3_O3_TCL,COPERNICUS/S5P/OFFL/L3_O3_TCL,COP/SENTINEL5P/OFFL/L3_O3_TCL,COP/SENTINEL5P/OFFL/L3 O3 TCL,COP/SENTINEL5P/OFFL/L3 O3 TCL,"['COP/SENTINEL5P/OFFL/L3', 'O3', 'TCL']"
,COPERNICUS/S5P/OFFL/L3_SO2,COPERNICUS/S5P/OFFL/L3_SO2,COP/SENTINEL5P/OFFL/L3_SO2,COP/SENTINEL5P/OFFL/L3 SO2,COP/SENTINEL5P/OFFL/L3 SO2,"['COP/SENTINEL5P/OFFL/L3', 'SO2']"
,CPOM/CryoSat2/ANTARCTICA_DEM,CPOM/CRYOSAT2/ANTARCTICA_DEM,CPOM/CRYOSAT2/ANTARCTICA_DEM,CPOM/CRYOSAT2/ANTARCTICA DEM,CPOM/CRYOSAT2/ANTARCTICA DEM,"['CPOM/CRYOSAT2/ANTARCTICA', 'DEM']"
,CSIRO/SLGA,CSIRO/SLGA,CSIRO/SLGA,CSIRO/SLGA,CSIRO/SLGA,['CSIRO/SLGA']
,CSP/ERGo/1_0/Global/ALOS_CHILI,CSP/ERGO/1_0/GLOBAL/ALOS_CHILI,CSP/ERGO/1_0/GLOBAL/ALOS_CHILI,CSP/ERGO/1 0/GLOBAL/ALOS CHILI,CSP/ERGO/1 0/GLOBAL/ALOS CHILI,"['CSP/ERGO/1', '0/GLOBAL/ALOS', 'CHILI']"
,CSP/ERGo/1_0/Global/ALOS_landforms,CSP/ERGO/1_0/GLOBAL/ALOS_LANDFORMS,CSP/ERGO/1_0/GLOBAL/ALOS_LANDFORMS,CSP/ERGO/1 0/GLOBAL/ALOS LANDFORMS,CSP/ERGO/1 0/GLOBAL/ALOS LANDFORMS,"['CSP/ERGO/1', '0/GLOBAL/ALOS', 'LANDFORMS']"
,CSP/ERGo/1_0/Global/ALOS_mTPI,CSP/ERGO/1_0/GLOBAL/ALOS_MTPI,CSP/ERGO/1_0/GLOBAL/ALOS_MTPI,CSP/ERGO/1 0/GLOBAL/ALOS MTPI,CSP/ERGO/1 0/GLOBAL/ALOS MTPI,"['CSP/ERGO/1', '0/GLOBAL/ALOS', 'MTPI']"
,CSP/ERGo/1_0/Global/ALOS_topoDiversity,CSP/ERGO/1_0/GLOBAL/ALOS_TOPODIVERSITY,CSP/ERGO/1_0/GLOBAL/ALOS_TOPODIVERSITY,CSP/ERGO/1 0/GLOBAL/ALOS TOPODIVERSITY,CSP/ERGO/1 0/GLOBAL/ALOS TOPODIVERSITY,"['CSP/ERGO/1', '0/GLOBAL/ALOS', 'TOPODIVERSITY']"
,CSP/ERGo/1_0/Global/SRTM_CHILI,CSP/ERGO/1_0/GLOBAL/SRTM_CHILI,CSP/ERGO/1_0/GLOBAL/SRTM_CHILI,CSP/ERGO/1 0/GLOBAL/SRTM CHILI,CSP/ERGO/1 0/GLOBAL/SRTM CHILI,"['CSP/ERGO/1', '0/GLOBAL/SRTM', 'CHILI']"
,CSP/ERGo/1_0/Global/SRTM_landforms,CSP/ERGO/1_0/GLOBAL/SRTM_LANDFORMS,CSP/ERGO/1_0/GLOBAL/SRTM_LANDFORMS,CSP/ERGO/1 0/GLOBAL/SRTM LANDFORMS,CSP/ERGO/1 0/GLOBAL/SRTM LANDFORMS,"['CSP/ERGO/1', '0/GLOBAL/SRTM', 'LANDFORMS']"
,CSP/ERGo/1_0/Global/SRTM_mTPI,CSP/ERGO/1_0/GLOBAL/SRTM_MTPI,CSP/ERGO/1_0/GLOBAL/SRTM_MTPI,CSP/ERGO/1 0/GLOBAL/SRTM MTPI,CSP/ERGO/1 0/GLOBAL/SRTM MTPI,"['CSP/ERGO/1', '0/GLOBAL/SRTM', 'MTPI']"
,CSP/ERGo/1_0/Global/SRTM_topoDiversity,CSP/ERGO/1_0/GLOBAL/SRTM_TOPODIVERSITY,CSP/ERGO/1_0/GLOBAL/SRTM_TOPODIVERSITY,CSP/ERGO/1 0/GLOBAL/SRTM TOPODIVERSITY,CSP/ERGO/1 0/GLOBAL/SRTM TOPODIVERSITY,"['CSP/ERGO/1', '0/GLOBAL/SRTM', 'TOPODIVERSITY']"
,CSP/ERGo/1_0/US/CHILI,CSP/ERGO/1_0/US/CHILI,CSP/ERGO/1_0/US/CHILI,CSP/ERGO/1 0/US/CHILI,CSP/ERGO/1 0/US/CHILI,"['CSP/ERGO/1', '0/US/CHILI']"
,CSP/ERGo/1_0/US/landforms,CSP/ERGO/1_0/US/LANDFORMS,CSP/ERGO/1_0/US/LANDFORMS,CSP/ERGO/1 0/US/LANDFORMS,CSP/ERGO/1 0/US/LANDFORMS,"['CSP/ERGO/1', '0/US/LANDFORMS']"
,CSP/ERGo/1_0/US/lithology,CSP/ERGO/1_0/US/LITHOLOGY,CSP/ERGO/1_0/US/LITHOLOGY,CSP/ERGO/1 0/US/LITHOLOGY,CSP/ERGO/1 0/US/LITHOLOGY,"['CSP/ERGO/1', '0/US/LITHOLOGY']"
,CSP/ERGo/1_0/US/mTPI,CSP/ERGO/1_0/US/MTPI,CSP/ERGO/1_0/US/MTPI,CSP/ERGO/1 0/US/MTPI,CSP/ERGO/1 0/US/MTPI,"['CSP/ERGO/1', '0/US/MTPI']"
,CSP/ERGo/1_0/US/physioDiversity,CSP/ERGO/1_0/US/PHYSIODIVERSITY,CSP/ERGO/1_0/US/PHYSIODIVERSITY,CSP/ERGO/1 0/US/PHYSIODIVERSITY,CSP/ERGO/1 0/US/PHYSIODIVERSITY,"['CSP/ERGO/1', '0/US/PHYSIODIVERSITY']"
,CSP/ERGo/1_0/US/physiography,CSP/ERGO/1_0/US/PHYSIOGRAPHY,CSP/ERGO/1_0/US/PHYSIOGRAPHY,CSP/ERGO/1 0/US/PHYSIOGRAPHY,CSP/ERGO/1 0/US/PHYSIOGRAPHY,"['CSP/ERGO/1', '0/US/PHYSIOGRAPHY']"
,CSP/ERGo/1_0/US/topoDiversity,CSP/ERGO/1_0/US/TOPODIVERSITY,CSP/ERGO/1_0/US/TOPODIVERSITY,CSP/ERGO/1 0/US/TOPODIVERSITY,CSP/ERGO/1 0/US/TOPODIVERSITY,"['CSP/ERGO/1', '0/US/TOPODIVERSITY']"
,CSP/HM/GlobalHumanModification,CSP/HM/GLOBALHUMANMODIFICATION,CSP/HM/GLOBALHUMANMODIFICATION,CSP/HM/GLOBALHUMANMODIFICATION,CSP/HM/GLOBALHUMANMODIFICATION,['CSP/HM/GLOBALHUMANMODIFICATION']
,DLR/WSF/WSF2015/v1,DLR/WSF/WSF2015/V1,DLR/WSF/WSF2015/V1,DLR/WSF/WSF2015/V1,DLR/WSF/WSF2015/V1,['DLR/WSF/WSF2015/V1']
,DOE/ORNL/LandScan_HD/Ukraine_202201,DOE/ORNL/LANDSCAN_HD/UKRAINE_202201,DOE/ORNL/LANDSCAN_HD/UKRAINE_202201,DOE/ORNL/LANDSCAN HD/UKRAINE 202201,DOE/ORNL/LANDSCAN HD/UKRAINE 202201,"['DOE/ORNL/LANDSCAN', 'HD/UKRAINE', '202201']"
,ECMWF/CAMS/NRT,ECMWF/CAMS/NRT,ECMWF/CAMS/NRT,ECMWF/CAMS/NRT,ECMWF/CAMS/NRT,['ECMWF/CAMS/NRT']
,ECMWF/ERA5/DAILY,ECMWF/ERA5/DAILY,ECMWF/ERA5/DAILY,ECMWF/ERA5/DAILY,ECMWF/ERA5/DAILY,['ECMWF/ERA5/DAILY']
,ECMWF/ERA5/MONTHLY,ECMWF/ERA5/MONTHLY,ECMWF/ERA5/MONTHLY,ECMWF/ERA5/MONTHLY,ECMWF/ERA5/MONTHLY,['ECMWF/ERA5/MONTHLY']
,ECMWF/ERA5_LAND/DAILY_AGGR,ECMWF/ERA5_LAND/DAILY_AGGR,ECMWF/ERA5_LAND/DAILY_AGGR,ECMWF/ERA5 LAND/DAILY AGGR,ECMWF/ERA5 LAND/DAILY AGGR,"['ECMWF/ERA5', 'LAND/DAILY', 'AGGR']"
,ECMWF/ERA5_LAND/DAILY_RAW,ECMWF/ERA5_LAND/DAILY_RAW,ECMWF/ERA5_LAND/DAILY_RAW,ECMWF/ERA5 LAND/DAILY RAW,ECMWF/ERA5 LAND/DAILY RAW,"['ECMWF/ERA5', 'LAND/DAILY', 'RAW']"
,ECMWF/ERA5_LAND/HOURLY,ECMWF/ERA5_LAND/HOURLY,ECMWF/ERA5_LAND/HOURLY,ECMWF/ERA5 LAND/HOURLY,ECMWF/ERA5 LAND/HOURLY,"['ECMWF/ERA5', 'LAND/HOURLY']"
,ECMWF/ERA5_LAND/MONTHLY,ECMWF/ERA5_LAND/MONTHLY,ECMWF/ERA5_LAND/MONTHLY,ECMWF/ERA5 LAND/MONTHLY,ECMWF/ERA5 LAND/MONTHLY,"['ECMWF/ERA5', 'LAND/MONTHLY']"
,ECMWF/ERA5_LAND/MONTHLY_AGGR,ECMWF/ERA5_LAND/MONTHLY_AGGR,ECMWF/ERA5_LAND/MONTHLY_AGGR,ECMWF/ERA5 LAND/MONTHLY AGGR,ECMWF/ERA5 LAND/MONTHLY AGGR,"['ECMWF/ERA5', 'LAND/MONTHLY', 'AGGR']"
,ECMWF/ERA5_LAND/MONTHLY_BY_HOUR,ECMWF/ERA5_LAND/MONTHLY_BY_HOUR,ECMWF/ERA5_LAND/MONTHLY_BY_HOUR,ECMWF/ERA5 LAND/MONTHLY BY HOUR,ECMWF/ERA5 LAND/MONTHLY BY HOUR,"['ECMWF/ERA5', 'LAND/MONTHLY', 'BY', 'HOUR']"
,EO1/HYPERION,EO1/HYPERION,EO1/HYPERION,EO1/HYPERION,1/HYPERION,['1/HYPERION']
,ESA/CCI/FireCCI/5_1,ESA/CCI/FIRECCI/5_1,ESA/CCI/FIRECCI/5_1,ESA/CCI/FIRECCI/5 1,ESA/CCI/FIRECCI/5 1,"['ESA/CCI/FIRECCI/5', '1']"
,ESA/GLOBCOVER_L4_200901_200912_V2_3,ESA/GLOBCOVER_L4_200901_200912_V2_3,ESA/GLOBCOVER_L4_200901_200912_V2_3,ESA/GLOBCOVER L4 200901 200912 V2 3,ESA/GLOBCOVER L4 200901 200912 V2 3,"['ESA/GLOBCOVER', 'L4', '200901', '200912', 'V2', '3']"
,ESA/WorldCover/v100,ESA/WORLDCOVER/V100,ESA/WORLDCOVER/V100,ESA/WORLDCOVER/V100,ESA/WORLDCOVER/V100,['ESA/WORLDCOVER/V100']
